"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"956512343436926976","","","2018-01-25 13:01:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","いままでのツイート全部消す方法教えてください","","","",""
"956508158452625408","","","2018-01-25 12:44:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","素直...
大事だよね... https://t.co/vuugzQxBSk","","","","https://twitter.com/sibirerucake/status/956141938448613377"
"956506916959617024","","","2018-01-25 12:39:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","春本、ツイ廃やめるってよ","","","",""
"956501939021168640","","","2018-01-25 12:20:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","明日の数学が国古に変わるんだったっけ？","","","",""
"956489433540304897","","","2018-01-25 11:30:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","これ、カウントダウンが漢字のところを隠してるのではなく漢字の範囲が分からなかったので漢字だけ非表示にしただけです https://t.co/tBOW5zYEBL","","","","https://twitter.com/syunpon217/status/956489433540304897/photo/1"
"956489085496868865","","","2018-01-25 11:29:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://t.co/QPGPD2ToLZ","","","","https://twitter.com/syunpon217/status/956489085496868865/photo/1"
"956488789282643968","","","2018-01-25 11:27:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","まじか酷いな https://t.co/plKOe9YHeq","","","","https://twitter.com/hayabusa2010_06/status/956488041014509569"
"956486208946761733","","","2018-01-25 11:17:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強い強すぎる","","","",""
"956476830009114624","","","2018-01-25 10:40:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kennakamura_400: 「しね」って言うのは乱暴だから、「お星さまになって空から見守ってほしい」と言えばね、ほら、ロマンチック。","956014672318214144","1568643762","2018-01-24 04:03:54 +0000",""
"956476437199953920","","","2018-01-25 10:38:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bou128: 一応自分で開いた風呂敷なのでしめておきます。冷凍チャーハン食べ比べてどれが一番美味いんか調べる会の結果ですご査収ください。 https://t.co/lfxm1EuL0R","955458686100520964","258999740","2018-01-22 15:14:36 +0000","https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1,https://twitter.com/bou128/status/955458686100520964/photo/1"
